"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","variant"
"711","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.10","'Excelsa'","41210/0-0075-2011","","","G",10,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"712","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.16","'Excelsa'","41210/0-0075-2011","","","G",16,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"713","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.12","'Excelsa'","41210/0-0075-2011","","","G",12,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"714","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata",1974,"North (PP Plan #46), Nitobe Memorial Garden","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Buildings & Grounds (ex Physical Plant), UBC, Vancouver, BC, Canada","Thuja plicata Donn ex D.Don","1974-0287.01","","08693/0-0104-1974","","","G",1,"","",NA,"1974-01-01","P","Planting","1974-0287","UBC Botanical Garden",287,"","UBC","Thuja","","1","1",""
"715","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.19","'Excelsa'","41210/0-0075-2011","","","G",19,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"716","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.11","'Excelsa'","41210/0-0075-2011","","","G",11,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"717","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.08","'Excelsa'","41210/0-0075-2011","","","G",8,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"718","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata",2009,"Entrance sign bed, northeast of access road","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Thuja plicata Donn ex D.Don","2009-0375.01","","39622/0-0075-2009","","","U",1,"","",NA,"2018-03-07","O","Planting","2009-0375","UBC Botanical Garden",375,"","UBC","Thuja","","1","1",""
"719","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.01","'Excelsa'","41210/0-0075-2011","","","G",1,"","",NA,"2011-12-16","P","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"720","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.17","'Excelsa'","41210/0-0075-2011","","","G",17,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"721","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.13","'Excelsa'","41210/0-0075-2011","","","G",13,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"722","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.07","'Excelsa'","41210/0-0075-2011","","","G",7,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"723","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.02","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.04","'Excelsa'","41210/0-0075-2011","","","G",4,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"724","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.06","'Excelsa'","41210/0-0075-2011","","","G",6,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"725","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.02","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.05","'Excelsa'","41210/0-0075-2011","","","G",5,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"726","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","2011-0931.03","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.15","'Excelsa'","41210/0-0075-2011","","","G",15,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"727","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Excelsa'",2011,"Asian Garden","","","Tree","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Thuja plicata Donn ex D.Don 'Excelsa'","2011-0931.02","'Excelsa'","41210/0-0075-2011","","","G",2,"","",NA,"2019-06-27","IS","Planting","2011-0931","UBC Botanical Garden",931,"","UBC","Thuja","","1","19","Excelsa'"
"728","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"Thuja plicata 'Filifera'",1973,"Rock walls plus downslope bed to main path","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Alpine Garden Club of BC, Vancouver, BC, Canada","Thuja plicata Donn ex D.Don 'Filifera'","1973-0738.02","'Filifera'","11707/0-0167-1973","","","G",2,"","",NA,"2016-05-01","O","Planting","1973-0738","UBC Botanical Garden",738,"","UBC","Thuja","","1","2","Filifera'"
"729","Tilia americana","Linden",NA,NA,NA,NA,NA,"Tilia americana",2011,"Lawson","","","Tree","","","","","Suffield Windsor Locks, Hartford County","seed",9,NA,41.933333,-72.6,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Tilia americana L.","2011-0146.01","","40425/0-0065-2011","","","W",1,"","",NA,"2020-01-09","O","Planting","2011-0146","UBC Botanical Garden",146,"","UBC","Tilia","","1","20",""
"730","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2012,"Bartram","Near threatened","NT","Tree","","","","","Hawley Bog, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Tsuga canadensis Carrière","2012-0170.04","","41338/0-0065-2012","","","W",4,"","",NA,"2020-01-09","O","Planting","2012-0170","UBC Botanical Garden",170,"","UBC","Tsuga","","1","20",""
"731","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2012,"Tradescant","Near threatened","NT","Tree","","","","","Hawley Bog, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Tsuga canadensis Carrière","2012-0170.06","","41338/0-0065-2012","","","W",6,"","",NA,"2020-02-05","O","Planting","2012-0170","UBC Botanical Garden",170,"","UBC","Tsuga","","1","20",""
"732","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2012,"Tradescant","Near threatened","NT","Tree","","","","","Hawley Bog, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Tsuga canadensis Carrière","2012-0170.03","","41338/0-0065-2012","","","W",3,"","",NA,"2020-02-05","O","Planting","2012-0170","UBC Botanical Garden",170,"","UBC","Tsuga","","1","20",""
"733","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2007,"Bed 1 North America (Alpine Garden)","Near threatened","NT","Tree","","","","","","unrooted cutting",NA,NA,NA,NA,"","","Propagation from Garden Collections","Tsuga canadensis Carrière","2007-0434.01","","38796/0-0051-2007","","","U",1,"","",NA,"2019-03-18","M","Planting","2007-0434","UBC Botanical Garden",434,"","UBC","Tsuga","Section 2","1","14",""
"734","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis 'Minuta'",2010,"Bed 1 Trough Courtyard (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Shop in the Garden","Tsuga canadensis Carrière 'Minuta'","2010-0256.01","'Minuta'","39839/0-0628-2010","","","G",1,"","",NA,"2020-06-08","O","Planting","2010-0256","UBC Botanical Garden",256,"","UBC","Tsuga","","1","1","Minuta'"
"735","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2012,"Tradescant","Near threatened","NT","Tree","","","","","Hawley Bog, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Tsuga canadensis Carrière","2012-0170.05","","41338/0-0065-2012","","","W",5,"","",NA,"2020-02-05","O","Planting","2012-0170","UBC Botanical Garden",170,"","UBC","Tsuga","","1","20",""
"736","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",2017,"Nursery","Near threatened","NT","Tree","","","","","Bloc family properties, Woolwich County","seed",NA,NA,43.660471,-80.517809,"Canada","","Stormes, Ben","Tsuga canadensis Carrière","2017-0363.88","","","bjs.17.051","","W",88,"","Stormes, Ben",NA,"2020-06-26","PRO","Planting","2017-0363","UBC Botanical Garden",363,"bjs.17.051","UBC","Tsuga","","3","many",""
"737","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis 'Abbott's Pygmy'",1976,"Bed 4 North America (Alpine Garden)","","","Shrub","","","","","","unrooted cutting",NA,NA,NA,NA,"","","Paul Palomino, Seaford, Long Island, NY, USA","Tsuga canadensis Carrière 'Abbott's Pygmy'","1976-0731.01","'Abbott's Pygmy'","14805/0-0188-1976","","","G",1,"","",NA,"2018-11-05","O","Planting","1976-0731","UBC Botanical Garden",731,"","UBC","Tsuga","Section 1","1","1","Abbott's Pygmy'"
"738","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis",1977,"Nursery Permanent Plantings","Near threatened","NT","Tree","","","","","","unknown",NA,NA,NA,NA,"","","Buildings & Grounds (ex Physical Plant), UBC, Vancouver, BC, Canada","Tsuga canadensis Carrière","1977-0432.01","","15128/0-0104-1977","","","G",1,"","",NA,"1977-01-01","P","Planting","1977-0432","UBC Botanical Garden",432,"","UBC","Tsuga","","336","336",""
"739","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"Tsuga canadensis 'Jeddeloh'",1992,"Bed 1 North America (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Mr. Gordon Bentham","Tsuga canadensis Carrière 'Jeddeloh'","1992-0120.01","'Jeddeloh'","29268/0-0358-1992","","","G",1,"","",NA,"2018-08-10","O","Planting","1992-0120","UBC Botanical Garden",120,"","UBC","Tsuga","Section 2","1","1","Jeddeloh'"
"740","Tsuga heterophylla","Hemlock",NA,NA,NA,NA,NA,"Tsuga heterophylla",2009,"Entrance sign bed, northeast of access road","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Tsuga heterophylla Sarg.","2009-0373.01","","39620/0-0075-2009","","","U",1,"","",NA,"2018-03-07","O","Planting","2009-0373","UBC Botanical Garden",373,"","UBC","Tsuga","","1","1",""
"741","Tsuga heterophylla","Hemlock",NA,NA,NA,NA,NA,"Tsuga heterophylla",1977,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Miscellaneous Contributors, see separate listing","Tsuga heterophylla Sarg.","1977-0691.01","","16379/0-0055-1977","","","G",1,"fastigiate selection","",NA,"2016-05-01","O","Planting","1977-0691","UBC Botanical Garden",691,"","UBC","Tsuga","","2","2",""
"742","Tsuga heterophylla","Hemlock",NA,NA,NA,NA,NA,"Tsuga heterophylla 'Thorsen's Weeping'",1992,"Bed 4 North America (Alpine Garden)","","","Tree","","","","","","plant",NA,NA,NA,NA,"","","Miscellaneous Contributors, see separate listing","Tsuga heterophylla Sarg. 'Thorsen's Weeping'","1992-0124.01","'Thorsen's Weeping'","29272/0-0055-1992","","","G",1,"","",NA,"2018-11-05","O","Planting","1992-0124","UBC Botanical Garden",124,"","UBC","Tsuga","Section 2","1","1","Thorsen's Weeping'"
"743","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","Vaccinium angustifolium",2011,"Rafinesque","","","Shrub","","","","","Cheminis, McGarry, Lac Labryrinthe","seed",NA,NA,48.204167,-79.518333,"Canada","","Univ. of Guelph Arboretum","Vaccinium angustifolium Aiton","2011-0407.01","","40686/0-0125-2011","","","W",1,"","",NA,"2016-10-27","O","Planting","2011-0407","UBC Botanical Garden",407,"","UBC","Vaccinium","","2","101",""
"744","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum",2017,"Bannister","","","Shrub","","","Exotic British Columbia","EC","Hawley Bog, Hawley, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Vaccinium corymbosum L.","2017-0128.01","","","","","W",1,"","",NA,"2019-10-15","P","Planting","2017-0128","UBC Botanical Garden",128,"","UBC","Vaccinium","","1","",""
"745","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum 'Bluecrop'",1983,"Northmost bed, with Fire Hydrant","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Homestead Nurseries, Wright St., Clayburn, BC, Canada","Vaccinium corymbosum L. 'Bluecrop'","1983-0144.01","'Bluecrop'","22244/0-0537-1983","","","G",1,"","",NA,"2005-09-28","B","Planting","1983-0144","UBC Botanical Garden",144,"","UBC","Vaccinium","","2","2","Bluecrop'"
"746","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum 'Northland'",1983,"Northmost bed, with Fire Hydrant","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Homestead Nurseries, Wright St., Clayburn, BC, Canada","Vaccinium corymbosum L. 'Northland'","1983-0142.01","'Northland'","22242/0-0537-1983","","","G",1,"","",NA,"2005-09-28","B","Planting","1983-0142","UBC Botanical Garden",142,"","UBC","Vaccinium","","1","1","Northland'"
"747","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum",2017,"Bannister","","","Shrub","","","Exotic British Columbia","EC","Hawley Bog, Hawley, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Vaccinium corymbosum L.","2017-0128.02","","","","","W",2,"","",NA,"2019-10-15","P","Planting","2017-0128","UBC Botanical Garden",128,"","UBC","Vaccinium","","1","",""
"748","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum 'Bluecrop'",2020,"Northmost bed, with Fire Hydrant","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Shop in the Garden","Vaccinium corymbosum L. 'Bluecrop'","2020-0452.01","'Bluecrop'","","","","G",1,"","",NA,"2020-05-15","P","Planting","2020-0452","UBC Botanical Garden",452,"","UBC","Vaccinium","","3","3","Bluecrop'"
"749","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum 'November Glo'",1983,"Northmost bed, with Fire Hydrant","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Homestead Nurseries, Wright St., Clayburn, BC, Canada","Vaccinium corymbosum L. 'November Glo'","1983-0141.01","'November Glo'","22241/0-0537-1983","","","G",1,"","",NA,"2005-09-28","B","Planting","1983-0141","UBC Botanical Garden",141,"","UBC","Vaccinium","","2","2","November Glo'"
"750","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","Vaccinium corymbosum",2017,"Bannister","","","Shrub","","","Exotic British Columbia","EC","Hawley Bog, Hawley, Franklin County","seed",539,NA,42.576111,-72.892778,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Vaccinium corymbosum L.","2017-0128.03","","","","","W",3,"","",NA,"2019-10-15","P","Planting","2017-0128","UBC Botanical Garden",128,"","UBC","Vaccinium","","1","",""
"751","Vaccinium deliciosum","Blueberry","Secondary","","",NA,"","Vaccinium deliciosum",2015,"Rainforest - Northmost central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Mt. Washington, VI","seed",NA,NA,NA,NA,"Canada","","Hine, Brent Allyn","Vaccinium deliciosum Piper","2015-0401.01","","","BAH.15-018","","W",1,"","Hine, Brent",NA,"2018-10-09","P","Planting","2015-0401","UBC Botanical Garden",401,"BAH.15-018","UBC","Vaccinium","","1","",""
"752","Vaccinium deliciosum","Blueberry","Secondary","","",NA,"","Vaccinium deliciosum",2019,"Nursery","","","Shrub","","","Yellow-listed British Columbia","YW","Mount Cheam hiking trail.","seed",1706,NA,49.17879,-121.67547,"Canada","2019-0945.100","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Vaccinium deliciosum Piper","2019-0945.88","","","LJC.19-42-S","","W",88,"","Stormes, Ben; Caddy, Laura",NA,"2021-02-02","PRO","Planting","2019-0945","UBC Botanical Garden",945,"LJC.19-42-S","UBC","Vaccinium","","15","",""
"753","Vaccinium macrocarpon","Cranberry","","","",NA,"","Vaccinium macrocarpon",1976,"Rainforest - Southeast most bed adjacent to Ropes Course","","","Shrub","","","Exotic British Columbia","EC","Richmond, north west of Queensborough along railway tracks and surrounding area","plant",15,NA,49.166667,-123.166667,"Canada","","Rose, Allan A.","Vaccinium macrocarpon Aiton","1976-0450.01","","13794/0-0284-1976","AAR.7609","","W",1,"","Rose, Allan A.",NA,"1976-01-01","P","Planting","1976-0450","UBC Botanical Garden",450,"AAR.7609","UBC","Vaccinium","","1","1",""
"754","Vaccinium membranaceum","Blueberry","Secondary","","",NA,"","Vaccinium membranaceum",2015,"Rock walls plus downslope bed to main path","","","Shrub","","","Yellow-listed British Columbia","YW","west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge","seed",1362,NA,50.58959,-123.01795,"Canada","","Tony Maniezzo","Vaccinium membranaceum Douglas ex Hook.","2015-0443.03","","","TM.15-30","","W",3,"","Maniezzo, Tony",NA,"2018-03-27","O","Planting","2015-0443","UBC Botanical Garden",443,"TM.15-30","UBC","Vaccinium","Section 2","1","",""
"755","Vaccinium membranaceum","Blueberry","Secondary","","",NA,"","Vaccinium membranaceum",2015,"East Pinetum","","","Shrub","","","Yellow-listed British Columbia","YW","west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge","seed",1362,NA,50.58959,-123.01795,"Canada","","Tony Maniezzo","Vaccinium membranaceum Douglas ex Hook.","2015-0443.04","","","TM.15-30","","W",4,"","Maniezzo, Tony",NA,"2018-09-26","M","Planting","2015-0443","UBC Botanical Garden",443,"TM.15-30","UBC","Vaccinium","","5","",""
"756","Vaccinium membranaceum","Blueberry","Secondary","","",NA,"","Vaccinium membranaceum",2015,"Rock walls plus downslope bed to main path","","","Shrub","","","Yellow-listed British Columbia","YW","west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge","seed",1362,NA,50.58959,-123.01795,"Canada","","Tony Maniezzo","Vaccinium membranaceum Douglas ex Hook.","2015-0443.02","","","TM.15-30","","W",2,"","Maniezzo, Tony",NA,"2018-03-27","O","Planting","2015-0443","UBC Botanical Garden",443,"TM.15-30","UBC","Vaccinium","Section 2","1","",""
"757","Vaccinium membranaceum","Blueberry","Secondary","","",NA,"","Vaccinium membranaceum",2015,"Rock walls plus downslope bed to main path","","","Shrub","","","Yellow-listed British Columbia","YW","west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge","seed",1362,NA,50.58959,-123.01795,"Canada","","Tony Maniezzo","Vaccinium membranaceum Douglas ex Hook.","2015-0443.01","","","TM.15-30","","W",1,"","Maniezzo, Tony",NA,"2018-03-27","O","Planting","2015-0443","UBC Botanical Garden",443,"TM.15-30","UBC","Vaccinium","Section 2","1","",""
"758","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","Vaccinium myrtilloides",1973,"Entrance sign bed, northeast of access road","","","Shrub","","","Yellow-listed British Columbia","YW","ca. 5 mi. ne of Ladner","plant",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Vaccinium myrtilloides Michx.","1973-0295.01","","06313/0-0212-1973","","","W",1,"","",NA,"2009-11-10","B","Planting","1973-0295","UBC Botanical Garden",295,"","UBC","Vaccinium","","1","1",""
"759","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","Vaccinium myrtilloides",1974,"Entrance sign bed, northeast of access road","","","Shrub","","","Yellow-listed British Columbia","YW","McBride","plant",NA,NA,NA,NA,"Canada","","Dr. Warner Monroe, McBride, BC, Canada & Portland, OR, USA","Vaccinium myrtilloides Michx.","1974-0437.01","","09128/0-0269-1974","","","W",1,"","",NA,"2009-11-10","B","Planting","1974-0437","UBC Botanical Garden",437,"","UBC","Vaccinium","","1","1",""
"760","Vaccinium myrtillus","Blueberry","","","",NA,"","Vaccinium myrtillus",1976,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","Fernie, Flathead Rd., along both sides of road from Highway 3 to Corbin and south to big bend 4 miles south of Corbin","plant",488,NA,49.666667,-114.816667,"Canada","","Rose, Allan A.","Vaccinium myrtillus L.","1976-0303.01","","13441/0-0284-1976","AAR.76401","","W",1,"","Rose, Allan A.",NA,"1976-01-01","P","Planting","1976-0303","UBC Botanical Garden",303,"AAR.76401","UBC","Vaccinium","","1","1",""
"761","Vaccinium ovalifolium","Blueberry","Secondary","","",NA,"","Vaccinium ovalifolium",1976,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","Alice Lake, just before the entrance of park on both sides of the road","plant",244,NA,49.966667,-123.083333,"Canada","","Rose, Allan A.","Vaccinium ovalifolium Sm. in Rees","1976-0242.01","","13345/0-0284-1976","AAR.76064","","W",1,"","Rose, Allan A.",NA,"1976-01-01","P","Planting","1976-0242","UBC Botanical Garden",242,"AAR.76064","UBC","Vaccinium","","1","1",""
"762","Vaccinium ovalifolium","Blueberry","Secondary","","",NA,"","Vaccinium ovalifolium",1976,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","Fernie, Flathead Rd., along both sides of road from Highway 3 to Corbin and south to big bend 4 miles south of Corbin","plant",488,NA,49.666667,-114.816667,"Canada","","Rose, Allan A.","Vaccinium ovalifolium Sm. in Rees","1976-0304.01","","13442/0-0284-1976","AAR.76402","","W",1,"","Rose, Allan A.",NA,"1976-01-01","P","Planting","1976-0304","UBC Botanical Garden",304,"AAR.76402","UBC","Vaccinium","","1","1",""
"763","Vaccinium ovalifolium","Blueberry","Secondary","","",NA,"","Vaccinium ovalifolium",1973,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","near UBC Forest Rd. K","plant",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Vaccinium ovalifolium Sm. in Rees","1973-0298.01","","06319/0-0212-1973","","","W",1,"","",NA,"2016-05-01","O","Planting","1973-0298","UBC Botanical Garden",298,"","UBC","Vaccinium","","1","1",""
"764","Vaccinium ovalifolium","Blueberry","Secondary","","",NA,"","Vaccinium ovalifolium",1982,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","Mackenzie Beach","plant",NA,NA,NA,NA,"Canada","","Rose, Allan A.","Vaccinium ovalifolium Sm. in Rees","1982-0302.01","","20104/0-0284-1982","AAR.76915","","W",1,"","Rose, Allan A.",NA,"2016-05-01","O","Planting","1982-0302","UBC Botanical Garden",302,"AAR.76915","UBC","Vaccinium","","1","1",""
"765","Vaccinium ovalifolium","Blueberry","Secondary","","",NA,"","Vaccinium ovalifolium",1992,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","Mt.Hollyburn,N.Vancouver,BC","seed",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Vaccinium ovalifolium Sm. in Rees","1992-0808.01","","30497/0-0212-1992","","","W",1,"","",NA,"2016-05-06","C","Planting","1992-0808","UBC Botanical Garden",808,"","UBC","Vaccinium","","7","8",""
