"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"112","Allium canadense","Onion",NA,NA,NA,NA,NA,"1689-2000*C","Allium canadense","Allium canadense","W","Récolte de Stéphane Bailleul","Canada: Québec: Ile de la Pointe-des-Cascades, Cté Soulange.","BD","JALP-1","mass","(v)"," "," ","Amaryllidaceae",""
"113","Allium cernuum","Onion",NA,NA,NA,NA,NA,"772-1993*D","Allium cernuum 'Baby Pink'","Allium cernuum 'Baby Pink'","G","Allium Seed Exchange. Marsha Russell, Littleton, MA, U.S.A."," ","SD","JALP-5","mass"," "," "," ","Amaryllidaceae","Baby Pink'"
"114","Allium cernuum","Onion",NA,NA,NA,NA,NA,"1193-1951*A","Allium cernuum 'Superbum'","Allium cernuum 'Superbum'","G","New York Bot. Gard., Bronx Park, N.Y."," ","SD","JALP-6","mass"," "," "," ","Amaryllidaceae","Superbum'"
"115","Allium cernuum","Onion",NA,NA,NA,NA,NA,"523-1982*A","Allium cernuum","Allium cernuum","G","University of Guelph Arboretum, ON"," ","SD","JALP-2","mass"," "," "," ","Amaryllidaceae",""
"116","Allium cernuum","Onion",NA,NA,NA,NA,NA,"142-2015*A","Allium cernuum 'Hidcote'","Allium cernuum 'Hidcote'","G","Jelitto Perennial Seeds, Germany"," ","SD","JVIV-F1","mass"," "," "," ","Amaryllidaceae","Hidcote'"
"117","Allium cernuum","Onion",NA,NA,NA,NA,NA,"919-1950*A","Allium cernuum","Allium cernuum","U","Univ. Wash. Arb., Seattle, Wash."," ","SD","JALP-4","mass"," "," "," ","Amaryllidaceae",""
"118","Allium cernuum","Onion",NA,NA,NA,NA,NA,"523-1982*B","Allium cernuum","Allium cernuum","G","University of Guelph Arboretum, ON"," ","SD","JALP-2","mass"," "," "," ","Amaryllidaceae",""
"119","Allium schoenoprasum","Onion","Tertiary","","",NA,"","1528-2019*A","Allium schoenoprasum","Allium schoenoprasum","G","Jardins Michel Corbeil, Qc"," ","PT","JAQU-PTR","9"," "," "," ","Amaryllidaceae",""
"120","Allium schoenoprasum","Onion","Tertiary","","",NA,"","752-1997*A","Allium schoenoprasum","Allium schoenoprasum","G","Stokes Seeds Ltd., ON. CA"," ","SD","JECO-CON","mass"," "," "," ","Amaryllidaceae",""
"121","Allium schoenoprasum","Onion","Tertiary","","",NA,"","3137-1993*A","Allium schoenoprasum [Profusion] = 'Sterile'","Allium schoenoprasum 'cv.'","G","Echange avec M. Blair Boucher, Aroma du Québec enr."," ","PT","JALP-5","5"," "," "," ","Amaryllidaceae","Profusion] = 'Sterile'"
"122","Allium schoenoprasum","Onion","Tertiary","","",NA,"","859-1996*A","Allium schoenoprasum 'Album'","Allium schoenoprasum 'Album'","G","Mason Hogue Gardens"," ","PT","JVIV-M1","mass"," "," "," ","Amaryllidaceae","Album'"
"123","Allium schoenoprasum","Onion","Tertiary","","",NA,"","3137-1993*B","Allium schoenoprasum [Profusion] = 'Sterile'","Allium schoenoprasum 'cv.'","G","Echange avec M. Blair Boucher, Aroma du Québec enr."," ","PT","JALP-5","1"," "," "," ","Amaryllidaceae","Profusion] = 'Sterile'"
"124","Allium schoenoprasum","Onion","Tertiary","","",NA,"","843-1984*B","Allium schoenoprasum var. alpinum","Allium schoenoprasum var. alpinum","U","BG Philipps-Universitat, Marburg"," ","SD","JALP-11","mass"," "," "," ","Amaryllidaceae","alpinum"
"125","Allium stellatum","Onion",NA,NA,NA,NA,NA,"944-1938*A","Allium stellatum","Allium stellatum","G","Rex D. Pearce, Merchantville, N.J., USA"," ","SD","JALP-2","mass"," "," "," ","Amaryllidaceae",""
"126","Allium stellatum","Onion",NA,NA,NA,NA,NA,"511-2006*A","Allium stellatum","Allium stellatum","G","Prairie Moon Nursery, MN"," ","SD","JVIV-N2","12"," "," "," ","Amaryllidaceae",""
"127","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"2052-2001*A","Allium tricoccum","Allium tricoccum","W","Alain Cuerrier (botaniste)","Canada: Québec: Laval.","PT","JPRE-ERS","8"," "," "," ","Amaryllidaceae",""
"128","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"2464-2002*A","Allium tricoccum","Allium tricoccum","W","Alain Meilleur","Canada: Québec: Buckingham. Urgence Conservation ALTR21.","PT","JSOU-N2","mass"," "," "," ","Amaryllidaceae",""
"129","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"2464-2002*B","Allium tricoccum","Allium tricoccum","W","Alain Meilleur","Canada: Québec: Buckingham. Urgence Conservation ALTR21.","PT","JSOU-N2","mass"," "," "," ","Amaryllidaceae",""
"130","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"1063-2010*A","Allium tricoccum","Allium tricoccum","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","EX","JQUE-1","mass"," "," "," ","Amaryllidaceae",""
"131","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"2052-2001*B","Allium tricoccum","Allium tricoccum","W","Alain Cuerrier (botaniste)","Canada: Québec: Laval.","PT","JPRE-ERS","25"," "," "," ","Amaryllidaceae",""
"132","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"1063-2010*C","Allium tricoccum","Allium tricoccum","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","EX","JQUE-4","mass"," "," "," ","Amaryllidaceae",""
"133","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"1279-2009*A","Allium tricoccum","Allium tricoccum","W","Viola, Stefano","Canada: Québec: Saint-Esprit, à l'ouest de l'érablière Les femmes Collin, emprise de l'autoroute 25. 45°55'32.14""N, 73°39'22.56""W. Frédéric Coursol, Stéphano Viola et Nicolas Perret s.n. 4 May 2009.","PT","JPRE-ERC","10"," "," "," ","Amaryllidaceae",""
"134","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"1756-2018*A","Allium tricoccum","Allium tricoccum","W","Nathalie Petit, horticultrice JBM","Canada: Ontario: Bellamy, Mills Rd., entre Ramsay Concession 6D et 7B. Nathalie Petit s.n. 15 May 2018.","PT","JRUI-2","4"," "," "," ","Amaryllidaceae",""
"135","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"2820-1982*A","Allium tricoccum","Allium tricoccum","W","JBM - Index Seminum no. 45","Canada: Québec: Bolton-Pass, Co.: Brome. N.Cornellier, L.Savoie, C. Picotte 277-82. 28 Sep 1982.","SD","JSOU-D2","12"," "," "," ","Amaryllidaceae",""
"136","Allium tricoccum","Onion",NA,NA,NA,NA,NA,"1063-2010*B","Allium tricoccum","Allium tricoccum","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","EX","JQUE-4","mass"," "," "," ","Amaryllidaceae",""
"137","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2398-2002*B","Amelanchier alnifolia","Amelanchier alnifolia","G","La Pépinière Rustique, QC"," ","PT","JPRE-ALP","1"," "," "," ","Rosaceae",""
"138","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2776-2001*B","Amelanchier alnifolia 'Honeywood'","Amelanchier alnifolia 'Honeywood'","G","Pépinière Abbotsford Inc. "," ","PT","JJEU","5"," "," "," ","Rosaceae","Honeywood'"
"139","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1399-2015*A","Amelanchier alnifolia","Amelanchier alnifolia","G","Stéphane Dumas"," ","PT","JALP-1","1"," "," "," ","Rosaceae",""
"140","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2776-2001*A","Amelanchier alnifolia 'Honeywood'","Amelanchier alnifolia 'Honeywood'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","4"," "," "," ","Rosaceae","Honeywood'"
"141","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1399-2015*B","Amelanchier alnifolia","Amelanchier alnifolia","G","Stéphane Dumas"," ","PT","JALP-2","1"," "," "," ","Rosaceae",""
"142","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2778-2001*A","Amelanchier alnifolia 'Martin'","Amelanchier alnifolia 'Martin'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","1"," "," "," ","Rosaceae","Martin'"
"143","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2398-2002*A","Amelanchier alnifolia","Amelanchier alnifolia","G","La Pépinière Rustique, QC"," ","PT","JPRE-ERC","15"," "," "," ","Rosaceae",""
"144","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1326-2018*A","Amelanchier alnifolia 'Obelisk'","Amelanchier alnifolia 'Obelisk'","G","Pépinière Cramer, Québec"," ","PT","JECO-PEP","1"," "," "," ","Rosaceae","Obelisk'"
"145","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1462-2013*A","Amelanchier alnifolia 'Northline'","Amelanchier alnifolia 'Northline'","G","Forestfarm at Pacifica, OR"," ","PT","JFRU-27","1"," "," "," ","Rosaceae","Northline'"
"146","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2777-2001*A","Amelanchier alnifolia 'Thiessen'","Amelanchier alnifolia 'Thiessen'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","1"," "," "," ","Rosaceae","Thiessen'"
"147","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1904-2009*A","Amelanchier alnifolia 'Martin'","Amelanchier 'Martin'","G","Pépinière Abbotsford Inc. "," ","PT","JJEU","2"," "," "," ","Rosaceae","Martin'"
"148","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1586-2000*B","Amelanchier alnifolia","Amelanchier alnifolia","G","Willowbrook Nurseries Inc. Fenwick, Ontario."," ","PT","JPRE-ERC","1"," "," "," ","Rosaceae",""
"149","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"2775-2001*A","Amelanchier alnifolia 'Smokey'","Amelanchier alnifolia 'Smoky'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","3"," "," "," ","Rosaceae","Smokey'"
"150","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1566-2007*A","Amelanchier alnifolia [Standing Ovation] = 'Obelisk'","Amelanchier alnifolia 'Obelisk'","G","Pépinière Abbotsford Inc. "," ","PT","JFRU-09C","1"," "," "," ","Rosaceae","Standing Ovation] = 'Obelisk'"
"151","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1833-2008*A","Amelanchier alnifolia 'Northline'","Amelanchier alnifolia 'Northline'","G","DNA Gardens"," ","PT","JECO-FRU","1"," "," "," ","Rosaceae","Northline'"
"152","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1252-1997*A","Amelanchier alnifolia 'Smokey'","Amelanchier alnifolia 'Smokey'","G","Pépinière Sheridan"," ","PT","JFRU-13NOR","3"," "," "," ","Rosaceae","Smokey'"
"153","Amelanchier alnifolia","Saskatoon",NA,NA,NA,NA,NA,"1327-2018*A","Amelanchier alnifolia 'Nelson'","Amelanchier alnifolia 'Nelson'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","1"," "," "," ","Rosaceae","Nelson'"
"154","Amelanchier arborea","Saskatoon",NA,NA,NA,NA,NA,"1251-1997*A","Amelanchier arborea 'Robin Hill'","Amelanchier x grandiflora 'Robin Hill'","G","Pépinière Sheridan"," ","PT","JFRU-13CTR","1"," "," "," ","Rosaceae","Robin Hill'"
"155","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1593-1989*C","Amelanchier canadensis","Amelanchier canadensis","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-E3","1"," "," "," ","Rosaceae",""
"156","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2987-1996*B","Amelanchier canadensis","Amelanchier canadensis","U","Ville de Montréal, pépinière de Terrebonne, Qc. Arrivage en mai/juin 1996, par R.Mineau, JBM"," ","PT","JFRU-17A","7"," "," "," ","Rosaceae",""
"157","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2684-2004*A","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Cramer, Québec"," ","PT","JJAP-T5","1"," "," "," ","Rosaceae",""
"158","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"841-2011*A","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Municipale de L'Assomption"," ","PT","JPRE-PES","1"," "," "," ","Rosaceae",""
"159","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1211-2016*A","Amelanchier canadensis","Amelanchier canadensis","G","Du JBM de provenance inconnue"," ","PT","JQUE-1","2"," "," "," ","Rosaceae",""
"160","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1593-1989*B","Amelanchier canadensis","Amelanchier canadensis","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-C5","1"," "," "," ","Rosaceae",""
"161","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2063-2000*C","Amelanchier canadensis","Amelanchier canadensis","G","Pép. Québec Multiplants "," ","PT","JPRE-PES","5"," "," "," ","Rosaceae",""
"162","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3351-1985*A","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière de Terrebonne"," ","PT","JSOU-C2","3"," "," "," ","Rosaceae",""
"163","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2063-2000*A","Amelanchier canadensis","Amelanchier canadensis","G","Pép. Québec Multiplants "," ","PT","JPRE-PES","1"," "," "," ","Rosaceae",""
"164","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2684-2004*C","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Cramer, Québec"," ","PT","JJAP-T7","1"," "," "," ","Rosaceae",""
"165","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1553-2006*A","Amelanchier canadensis","Amelanchier canadensis","G","Pép. Québec Multiplants "," ","PT","JINS-PRE","3"," "," "," ","Rosaceae",""
"166","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3351-1985*D","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière de Terrebonne"," ","PT","JSOU-R2","2"," "," "," ","Rosaceae",""
"167","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3351-1985*C","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière de Terrebonne"," ","PT","JSOU-D3","8"," "," "," ","Rosaceae",""
"168","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2987-1996*A","Amelanchier canadensis","Amelanchier canadensis","U","Ville de Montréal, pépinière de Terrebonne, Qc. Arrivage en mai/juin 1996, par R.Mineau, JBM"," ","PT","JFRU-17B","3"," "," "," ","Rosaceae",""
"169","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3368-1988*B","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Cramer, Québec"," ","PT","JJAP-J3","1"," "," "," ","Rosaceae",""
"170","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1433-2012*A","Amelanchier canadensis","Amelanchier canadensis","U","Provenance inconnue"," ","PT","JPRE-ERC","2"," "," "," ","Rosaceae",""
"171","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3351-1985*B","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière de Terrebonne"," ","PT","JSOU-C2","4"," "," "," ","Rosaceae",""
"172","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"2684-2004*B","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Cramer, Québec"," ","PT","JJAP-T6","1"," "," "," ","Rosaceae",""
"173","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"3368-1988*C","Amelanchier canadensis","Amelanchier canadensis","G","Pépinière Cramer, Québec"," ","PT","JJAP-K3","mass"," "," "," ","Rosaceae",""
"174","Amelanchier canadensis","Saskatoon",NA,NA,NA,NA,NA,"1593-1989*A","Amelanchier canadensis","Amelanchier canadensis","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-F3","1"," "," "," ","Rosaceae",""
"175","Amelanchier fernaldii","Saskatoon",NA,NA,NA,NA,NA,"1855-1986*C","Amelanchier fernaldii","Amelanchier fernaldii","W","M. Pierre Brochu, M. Michel Otis.","Canada: Québec: Iles Mingan, Ile Niapisca. s.n. 20 Aug 1986.","SD","JALP-4","1"," "," "," ","Rosaceae",""
"176","Amelanchier fernaldii","Saskatoon",NA,NA,NA,NA,NA,"344-1983*C","Amelanchier fernaldii","Amelanchier fernaldii","W","JBM - Index Seminum no. 47"," ","SD","JJAP-L1","3"," "," "," ","Rosaceae",""
"177","Amelanchier intermedia","Saskatoon",NA,NA,NA,NA,NA,"1497-2015*A","Amelanchier intermedia","Amelanchier canadensis","G","Pépinière Abbotsford Inc. "," ","PT","JRUI-3","1","v","Stéphane M. Bailleul","23-May-19","Rosaceae",""
"178","Amelanchier intermedia","Saskatoon",NA,NA,NA,NA,NA,"3356-1975*G","Amelanchier intermedia","Amelanchier canadensis","G","Pép. Municipale, Terrebonne, Qué."," ","PT","JROS-PS","1","(v)"," "," ","Rosaceae",""
"179","Amelanchier laevis","Saskatoon",NA,NA,NA,NA,NA,"1638-2013*A","Amelanchier laevis [Spring Flurry] = 'JFS-Arb'","Amelanchier laevis [Spring Flurry] = 'JFS-Arb'","G","Pép. Québec Multiplants "," ","PT","JFRU-16C","1"," "," "," ","Rosaceae","Spring Flurry] = 'JFS-Arb'"
"180","Amelanchier laevis","Saskatoon",NA,NA,NA,NA,NA,"2399-2002*B","Amelanchier laevis","Amelanchier laevis","G","La Pépinière Rustique, QC"," ","PT","JPRE-ERB","1"," "," "," ","Rosaceae",""
"181","Amelanchier laevis","Saskatoon",NA,NA,NA,NA,NA,"1525-1990*A","Amelanchier laevis","Amelanchier laevis","G","Pépinière Brossard Inc. Brossard, Qc."," ","PT","JJAP-G2","1"," "," "," ","Rosaceae",""
"182","Amelanchier laevis","Saskatoon",NA,NA,NA,NA,NA,"688-1999*A","Amelanchier laevis 'Lustre'","Amelanchier laevis 'Lustre'","G","Arborvillage Farm Nursery, MO, US"," ","PT","JFRU-13NOR","1"," "," "," ","Rosaceae","Lustre'"
"183","Amelanchier laevis","Saskatoon",NA,NA,NA,NA,NA,"6-1951*A","Amelanchier laevis","Amelanchier laevis","U","Div. Bot. Pl. Pat., Ottawa, Ontario"," ","SD","JALP-D","1","(v)"," "," ","Rosaceae",""
"184","Amelanchier sanguinea","Saskatoon",NA,NA,NA,NA,NA,"6876-1938*B","Amelanchier sanguinea","Amelanchier sanguinea X A. laevis","W","J. Rousseau & Baron Empain, QC","Canada: Québec: Duparquet, Abitibi.","SD","JQUE-2","mass","(v)"," "," ","Rosaceae",""
"185","Amelanchier sanguinea","Saskatoon",NA,NA,NA,NA,NA,"1198-1983*B","Amelanchier sanguinea","Amelanchier sanguinea","G","Arb. Stat., Explor., Sylvarum, Dubravae, Lithuania, Urss"," ","SD","JSOU-D1","2","(v)"," "," ","Rosaceae",""
"186","Asimina triloba","Pawpaw",NA,NA,NA,NA,NA,"1904-98-2015*A","Asimina triloba","Asimina triloba","G","Hortico Inc. Waterdown, Ontario, Canada."," ","OF","JFRU-30A","4"," "," "," ","Annonaceae",""
"187","Asimina triloba","Pawpaw",NA,NA,NA,NA,NA,"1904-1998*A","Asimina triloba","Asimina triloba","G","Hortico Inc. Waterdown, Ontario, Canada."," ","PT","JFRU-13NOR","1"," "," "," ","Annonaceae",""
"188","Astragalus alpinus","Milk-vetch",NA,NA,NA,NA,NA,"1341-1966*A","Astragalus alpinus","Astragalus alpinus","U","Hort. Bot. Berg., Stockolm, Suède"," ","SD","JALP-4","mass"," "," "," ","Fabaceae",""
"189","Astragalus canadensis","Milk-vetch",NA,NA,NA,NA,NA,"1952-2008*A","Astragalus canadensis","Astragalus canadensis","W","Jacques Labrecque, botaniste","Canada: Québec: Ile au Cheval, archipel de Montmagny. 47°03'13.4""N, 70°34'44.47""W. Stéphane Bailleul, Frédéric Coursol et Jacques Labrecque s.n. 7 Sep 2008.","SD","JALP-1","1"," "," "," ","Fabaceae",""
"190","Astragalus canadensis","Milk-vetch",NA,NA,NA,NA,NA,"440-2018*A","Astragalus canadensis","Astragalus canadensis","G","Gardens North, NS"," ","SD","JVIV-P2","6"," "," "," ","Fabaceae",""
"191","Betula lenta","Birch",NA,NA,NA,NA,NA,"531-1972*A","Betula lenta","Betula lenta","G","Plant Research Inst., Central Exp. Farm, Ottawa, Ontario"," ","SD","JQUE-4","1"," "," "," ","Betulaceae",""
"192","Betula neoalaskana","Birch",NA,NA,NA,NA,NA,"2427-1996*A","Betula neoalaskana","Betula neoalaskana","W","University of Alberta, Devonian Botanic Garden, Edmonton, Alberta, Canada","Canada: British Columbia: Clearwater-Wells Gray area, northern end of Adams Lake, SE of Clearwater. (voir obs.) obs.).","SD","JALP-4","3"," "," "," ","Betulaceae",""
"193","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"1521-1992*C","Betula papyrifera","Betula papyrifera","G","Pépinières Sheridan, Dorion, Qc."," ","PT","JJAP-H3","1"," "," "," ","Betulaceae",""
"194","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*L","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ARB","1"," "," "," ","Betulaceae",""
"195","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*D","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","3"," "," "," ","Betulaceae",""
"196","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*K","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","2"," "," "," ","Betulaceae",""
"197","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"384-2014*C","Betula papyrifera","Betula papyrifera","W","JBM - Index Seminum no. 69 (2013)","Canada: Québec: MRC Témiscamingue: Forêt feuillue. 47°49'35""N, 79°18'42""W. Centre de semences forestières de Berthier s.n. 1 Jul 2010.","SD","JPRE-ERB","1"," "," "," ","Betulaceae",""
"198","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2922-1990*A","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JCHI-A","7"," "," "," ","Betulaceae",""
"199","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"532-1977*C","Betula papyrifera","Betula papyrifera","G","Terre des Hommes, Montréal, Qc"," ","PT","JALP-T","1"," "," "," ","Betulaceae",""
"200","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*G","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","1"," "," "," ","Betulaceae",""
"201","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*I","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERS","1"," "," "," ","Betulaceae",""
"202","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*A","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","13"," "," "," ","Betulaceae",""
"203","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*H","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ARC","1"," "," "," ","Betulaceae",""
"204","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*C","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ALP","1"," "," "," ","Betulaceae",""
"205","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*B","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERS","2"," "," "," ","Betulaceae",""
"206","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"2008-2001*E","Betula papyrifera","Betula papyrifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERB","5"," "," "," ","Betulaceae",""
"207","Betula papyrifera","Birch",NA,NA,NA,NA,NA,"1949-1996*A","Betula papyrifera","Betula papyrifera","G","Provenance inconnue, Jardin japonais"," ","PT","JJAP-L2","1"," "," "," ","Betulaceae",""
"208","Betula populifolia","Birch",NA,NA,NA,NA,NA,"2414-2002*D","Betula populifolia","Betula populifolia","G","La Pépinière Rustique, QC"," ","PT","JPRE-PES","1"," "," "," ","Betulaceae",""
